address,source,name,creation_date
PARCELLES ASSAINIES UNITE 12...,http://creationdentreprise.sn/sen-preta-suarl,SEN-PRETA-SUARL,16/11/2009
"DAKAR-SENEGAL,34,CITE AIR...",http://creationdentreprise.sn/anrc-senegal-surl,ANRC SENEGAL SURL,12/11/2009
"6,RUE EMILE ZOLA ,DAKAR...",http://creationdentreprise.sn/mh-foods-sarl,MH FOODS SARL,24/11/2009
SICAP LIBERTE 5 VILLA N°5496,http://creationdentreprise.sn/oeil-de-lynx,OEIL DE LYNX,24/11/2009
"POINT E RUE A,DAKAR(SENEGAL)",http://creationdentreprise.sn/mtl-international-sa,MTL INTERNATIONAL SA,24/11/2009
"AZUR BUILDING 15-12,BOULEVARD...",http://creationdentreprise.sn/comprehensive-securite-and-technology-sa,COMPREHENSIVE SECURITE AND TECHNOLOGY SA,19/11/2009
"1335,HLM 4 Prolongée à Dakar",http://creationdentreprise.sn/espere-senegal-sarl,ESPERE SENEGAL SARL,24/11/2009
"RUES 39 X 18 MEDINA,DAKAR (...",http://creationdentreprise.sn/conseil-assistance-securite-surveillance-entretien,Conseil Assistance Sécurité Surveillance Entretien,23/11/2009
ZONE B N°4/B -DAKAR(SENEGAL),http://creationdentreprise.sn/nafa-international-sa,NAFA INTERNATIONAL-SA,23/11/2009
"38 Rue FELIX FAURE,Dakar",http://creationdentreprise.sn/societe-internationale-de-transitde-transport-et-de-consignation,"Société Internationale de Transit,de Transport et de Consignation",24/11/2009
GOROME 2 RUFISQUE,http://creationdentreprise.sn/macavi-sarl,MACAVI SARL,23/11/2009
"DAKAR(SENEGAL),VILLA N°19,...",http://creationdentreprise.sn/entreprise-amadou-daff-sarl,ENTREPRISE AMADOU DAFF -SARL,23/11/2009
"Ex Cinéma STAR,HLM FASS-DAKAR",http://creationdentreprise.sn/papa-niang-services-suarl,PAPA NIANG SERVICES SUARL,23/11/2009
"Dakar-44,Avenue Malick Sy",http://creationdentreprise.sn/harmony-trading-suarl,HARMONY TRADING -SUARL,19/11/2009
"32,RUE GALANDOU DIOUF,2èME...",http://creationdentreprise.sn/arts-des-articles-et-services-sarl,ARTS DES ARTICLES ET SERVICES -SARL,19/11/2009
PARCELLES ASSAINIES UNITE 17...,http://creationdentreprise.sn/immobiliere-cheikhouna-sarl,IMMOBILIERE CHEIKHOUNA -SARL,23/11/2009
COLOBANE IMM. TOUBA MBACKE...,http://creationdentreprise.sn/esen-sarl,ESEN SARL,23/11/2009
CITE 2000 HANN MARISTES VILLA...,http://creationdentreprise.sn/swap-senegal-west-africa-sa,SWAP SENEGAL WEST AFRICA SA,23/11/2009
"DAKAR, Derklé Cité Notaire...",http://creationdentreprise.sn/mame-techno-sarl,MAME TECHNO SARL,07/12/2009
"609,Grand-Dakar à Dakar",http://creationdentreprise.sn/interim-services-sarl,INTERIM SERVICES SARL,07/12/2009
"DAKAR, SICAP AMITIE II RUE G...",http://creationdentreprise.sn/cesbron-senegal-sarl,CESBRON SENEGAL SARL,07/12/2009
"DAKAR(SENEGAL), HLM GRAND...",http://creationdentreprise.sn/sendiaba-senegal-sarl,SENDIABA SENEGAL-SARL,07/12/2009
HANN MARISTES N°P61 DAKAR,http://creationdentreprise.sn/optimum-services-et-securite-suarl,OPTIMUM SERVICES ET SECURITE SUARL,24/09/2009
RUE JOSEPH GOMIS N°129,http://creationdentreprise.sn/parc-eolien-taiba-ndiaye-sa,PARC EOLIEN TAIBA NDIAYE SA,24/09/2009
75 CITE KEUR DAMEL,http://creationdentreprise.sn/immosen-sarll,IMMOSEN SARLL,30/09/2009
28 RUE AMADOU ASSANE NDOYE,http://creationdentreprise.sn/senslo,SENSLO,24/09/2009
NGOR BP 29675 DAKAR YOFF,http://creationdentreprise.sn/senapro-sarl,SENAPRO SARL,02/10/2009
64 X 73 GUEULE TAPEE,http://creationdentreprise.sn/damas-international-suarl,DAMAS INTERNATIONAL SUARL,01/10/2009
"576, UNITES 26 PARCELLES...",http://creationdentreprise.sn/gertec-suarl,GERTEC SUARL,01/10/2009
RUE MARSAT X X REIMS REBEUSS,http://creationdentreprise.sn/international-security-services-suarl,INTERNATIONAL SECURITY SERVICES SUARL,01/10/2009
"03, AVENUE FAIDHERBE",http://creationdentreprise.sn/societe-industrielle-dapplications-multiples-sarl,SOCIETE INDUSTRIELLE D'APPLICATIONS MULTIPLES SARL,01/10/2009
POINT E BOULEVARD DE L'...,http://creationdentreprise.sn/fusion-intrenationale-corporation,FUSION INTRENATIONALE CORPORATION,05/10/2009
hlm rufisque ouest,http://creationdentreprise.sn/socoprim-suarl,socoprim suarl,05/10/2009
cité port bopp,http://creationdentreprise.sn/celesia-group-surl,celesia group surl,05/10/2009
sacre coeur 3 extension n°133,http://creationdentreprise.sn/smartcom-partners,smartcom partners,05/10/2009
"cite sagef n°64, ouest foire",http://creationdentreprise.sn/transversal-hispano-senegal-sarl,transversal hispano-senegal sarl,06/10/2009
thiaroye azur cite sapi n°56,http://creationdentreprise.sn/paradis-immobilier,PARADIS IMMOBILIER,06/10/2009
"36, mermoz pyrotechnique",http://creationdentreprise.sn/cabinet-immo-consulting,cabinet immo consulting,05/10/2009
"29, avenue pasteur",http://creationdentreprise.sn/senegalaise-de-nettoiement-dassistance-technique-et-de-securite,senegalaise de nettoiement d'assistance technique et de securite,06/10/2009
hlm fass paillote rue 34...,http://creationdentreprise.sn/diamono-restauration-suarl,diamono restauration suarl,05/10/2009
ROUTE DU SERVICE GEOGRAPHIQUE...,http://creationdentreprise.sn/societe-senegalaise-de-planification-industrielle-sa,SOCIETE SENEGALAISE DE PLANIFICATION INDUSTRIELLE SA,07/10/2009
HLM FASS PAILLOTE APPARTEMENT...,http://creationdentreprise.sn/alliance-technologie-constructions-sarl,ALLIANCE TECHNOLOGIE CONSTRUCTIONS SARL,07/10/2009
DAKAR BANLIEUE PARCELLES...,http://creationdentreprise.sn/eurofeu-afrique-developpement-senegal,EUROFEU AFRIQUE DEVELOPPEMENT SENEGAL,22/09/2009
scat urbam maristes ilots r/...,http://creationdentreprise.sn/african-softare-supply-management-sarl,african softare supply management sarl,07/10/2009
CITE APIX 2 N°835,http://creationdentreprise.sn/kywana-sarl,KYWANA SARL,07/10/2009
s/c enda ecopole rue felix...,http://creationdentreprise.sn/transactions-suarl,transactions suarl,07/10/2009
yoff toundoup rya n°54,http://creationdentreprise.sn/dmc-entreprise-sarl,DMC-ENTREPRISE SARL,07/10/2009
"dakar sea plaza, corniche...",http://creationdentreprise.sn/camiceria-italia-suarl,CAMICERIA-ITALIA SUARL,12/10/2009
"2, rue galandou Diouf",http://creationdentreprise.sn/engins-camions-prestations-logistique-sarl,ENGINS CAMIONS PRESTATIONS LOGISTIQUE SARL,12/10/2009
hlm grand yoff n°256,http://creationdentreprise.sn/ibero-afrique-solaire-sarl,IBERO AFRIQUE SOLAIRE SARL,12/10/2009
"yoff, cité asecna batteries,...",http://creationdentreprise.sn/solution-business-equipments-sarl,solution business equipments sarl,12/10/2009
sicap liberté 1 villa 1342,http://creationdentreprise.sn/senegal-equipement-et-entretien-electronique-suarl,SENEGAL EQUIPEMENT ET ENTRETIEN ELECTRONIQUE SUARL,12/10/2009
usine niary tally n°1347,http://creationdentreprise.sn/terra-vision-sa,TERRA VISION SA,12/10/2009
LIBERTE 6 EXTENSION VILLA N°...,http://creationdentreprise.sn/societe-generale-de-constructions-et-de-prestations,SOCIETE GENERALE DE CONSTRUCTIONS ET DE PRESTATIONS,07/10/2009
"villa 3, sacre coeur 3",http://creationdentreprise.sn/ckr-bt-sarl,C.K.R BT SARL,08/10/2009
18-349 parcelles assainies,http://creationdentreprise.sn/gie-jisa,GIE JISA,08/10/2009
"115, rue carnot bp 3748",http://creationdentreprise.sn/soyere-immobilier-sarl,SOYERE IMMOBILIER SARL,12/10/2009
"PIV 37 SODIDA, ZONE INDUSTRIEL",http://creationdentreprise.sn/integral-import-suarl,INTEGRAL IMPORT SUARL,12/10/2009
"MEDINA, RUE 33 X 28, IMMEUBLE...",http://creationdentreprise.sn/hanita-btp,HANITA BTP,08/10/2009
"l'achat, la vente d...",http://creationdentreprise.sn/global-equipement-suarl,GLOBAL EQUIPEMENT SUARL,08/10/2009
"31, liberté 6 extension, bp:...",http://creationdentreprise.sn/affermex-international-suarl,AFFERMEX INTERNATIONAL SUARL,08/10/2009
"PIKINE SENEGAL, VILLA N°109",http://creationdentreprise.sn/bakhal-sarl,BAKHAL SARL,08/10/2009
RUE 31X BLAISE DIAGNE,http://creationdentreprise.sn/voliex-group-sarl,VOLIEX GROUP SARL,13/10/2009
ARAFAT I VILLA N°4,http://creationdentreprise.sn/cheikh-transport-des-carrieres-suarl,CHEIKH TRANSPORT DES CARRIERES SUARL,13/10/2009
9563 SACRE COEUR 3,http://creationdentreprise.sn/com-act-suarl,COM-ACT SUARL,13/10/2009
FRONT DE TERRE VILLA N°214,http://creationdentreprise.sn/apl-international-sarl,APL INTERNATIONAL SARL,14/10/2009
"57, AVENUE HASSAN II",http://creationdentreprise.sn/genius-suarl,GENIUS SUARL,13/10/2009
"KEURY KAO, RUE ADAMA LO X LEO...",http://creationdentreprise.sn/iscp-senegal,ISCP-SENEGAL,13/10/2009
IMMEUBLE CBAO ROUTE DE NGOR...,http://creationdentreprise.sn/mercure-voyages,MERCURE VOYAGES,13/10/2009
Parcelles Assainies unite 17...,http://creationdentreprise.sn/missira-soncodou-sarl,MISSIRA SONCODOU SARL,26/10/2009
30 RUE Wagane Diouf,http://creationdentreprise.sn/securissenegal-sarl,SECURIS_SENEGAL SARL,28/10/2009
KM 11 ROUTE DE RUFISQUE,http://creationdentreprise.sn/phenix-aluminium-sarl,PHENIX ALUMINIUM SARL,19/10/2009
"4 RUE PARENT, BP 7376 MEDINA",http://creationdentreprise.sn/3-s-immo-3-s-immo,3 S IMMO 3 S IMMO,14/09/2009
"IMMEUBLE XEWEEL, 2ième ETAGE...",http://creationdentreprise.sn/desmond-holding,DESMOND HOLDING,19/10/2009
"6,AVENUE FRANKLIN ROOSEVELT",http://creationdentreprise.sn/ramankaya-sarl,RAMANKAYA SARL,27/10/2009
"KM 4,5 BOULEVARD DU...",http://creationdentreprise.sn/metalco-sarl,METALCO SARL,27/10/2009
"2, RUE GALIENI",http://creationdentreprise.sn/clair-attitude-sarl,CLAIR ATTITUDE SARL,27/10/2009
PAU 22 N°375,http://creationdentreprise.sn/ssm-suarl,SSM SUARL,27/10/2009
"36, AVENUE MALICK SY",http://creationdentreprise.sn/station-froid-auto-suarl,STATION FROID AUTO SUARL,27/10/2009
VILLA N°28 MUH MAMELLES BP N°...,http://creationdentreprise.sn/quality-sector,QUALITY SECTOR,27/10/2009
PROVISOIREMENT 13-15 RUE...,http://creationdentreprise.sn/belafrik-com-sarl,BELAFRIK-COM SARL,26/10/2009
SACRE COEUR 3 EXTENSION VDN N...,http://creationdentreprise.sn/societe-dintermediation-de-transaction-de-representation-et-de-distribution,SOCIETE D'INTERMEDIATION DE TRANSACTION DE REPRESENTATION ET DE DISTRIBUTION,29/10/2009
IMMEUBLE ISCA 2EME ETAGE...,http://creationdentreprise.sn/sedis-energie-sarl,SEDIS ENERGIE SARL,29/10/2009
GRAND YOFF N°147,http://creationdentreprise.sn/la-generale-de-gestion-et-dintermediation-surl,LA GENERALE DE GESTION ET D'INTERMEDIATION SURL,29/10/2009
SICAP AMITIE 2 VILLA N°4123,http://creationdentreprise.sn/manaian-agricole-sarl,MANAIAN AGRICOLE SARL,29/10/2009
BANLIEUE MBAO CORDONDE...,http://creationdentreprise.sn/keur-fatima-suarl,KEUR FATIMA SUARL,29/10/2009
SACRE COEUR 2 VILLA N°8518,http://creationdentreprise.sn/satec-suarl,SATEC SUARL,29/10/2009
PATTE D'OIE BUILDERS...,http://creationdentreprise.sn/legisenegal-sarl,LEGISENEGAL SARL,29/10/2009
VDN CITE HALIMA N°4,http://creationdentreprise.sn/consorimmo-btp-sarl,CONSORIMMO BTP SARL,29/10/2009
"113, RUE MARSAT X BLAISE...",http://creationdentreprise.sn/mr-prestige-suarl,M.R PRESTIGE SUARL,26/10/2009
LIBERTE VI VILLAN°6738,http://creationdentreprise.sn/optimum-services-sarl,OPTIMUM SERVICES SARL,26/10/2009
AVENUE FAIDHERBE IMMEUBLE...,http://creationdentreprise.sn/ideal-numerik-sarl,IDEAL NUMERIK SARL,26/10/2009
HANN MARISTE 2 LOT 5 APPT N°...,http://creationdentreprise.sn/africa-kheweul-builders-surl,AFRICA KHEWEUL BUILDERS SURL,26/10/2009
HANN MARISTE VILLA N°244,http://creationdentreprise.sn/akdga-sarl,AKDGA SARL,26/10/2009
"1/B CASTORS, RUE 13 X P",http://creationdentreprise.sn/d-d-sow-sarl,D D SOW SARL,26/10/2009
"29, avenue pasteur",http://creationdentreprise.sn/la-cour-du-fleuve-sarl,la cour du fleuve sarl,19/10/2009
110 cite keur Damel,http://creationdentreprise.sn/comptoir-gold-diamond-euro-afric-sarl,comptoir gold diamond euro-afric sarl,27/10/2009
"186, avenue du president...",http://creationdentreprise.sn/sofeca-sarl,SO.FE.CA SARL,27/10/2009
rue 55 x 66 gueule tapee,http://creationdentreprise.sn/entreprise-de-travaux-metalliques,entreprise de travaux metalliques,28/10/2009
hlm 2 villa n°679/a,http://creationdentreprise.sn/pharmacie-de-la-clemence,pharmacie de la clemence,28/10/2009
camberene quartier deggo b.p:...,http://creationdentreprise.sn/entreprise-de-construction-de-transport-et-de-commerce,entreprise de construction de transport et de commerce,28/10/2009
"immeuble air france 103,...",http://creationdentreprise.sn/societe-ouest-africaine-de-transports,societe ouest africaine de transports,28/10/2009
"1, place de l'...",http://creationdentreprise.sn/concert-caravan-productions,concert caravan productions,28/10/2009
"05, avenue hassan II x rue...",http://creationdentreprise.sn/atlantic-tourisme-et-hotellerie-sarl,atlantic tourisme et hotellerie sarl,19/10/2009
"cité des cadres lébous, villa...",http://creationdentreprise.sn/fortesa-international-senegal-sn,fortesa international senegal sn,08/10/2009
"27, avenue georges pompidou",http://creationdentreprise.sn/tukki-travel-sarl,tukki travel sarl,22/10/2009
"27, avenue georges pompidou",http://creationdentreprise.sn/societe-africaine-de-participation-sarl,societe africaine de participation sarl,22/10/2009
villa n°12 hann de maristes,http://creationdentreprise.sn/gaston-productions,gaston productions,22/10/2009
"fann hock 1, rue woro n°258",http://creationdentreprise.sn/bag-etudes-et-conseils-suarl,B.A.G ETUDES ET CONSEILS SUARL,21/10/2009
"YOFF VIRAGE, toundoup rya rue...",http://creationdentreprise.sn/mtx-mta-suarl,MTX MTA SUARL,21/10/2009
"29, rue paul holle",http://creationdentreprise.sn/2c-it-sarl,2C I.T sarl,21/10/2009
scat urbam maristes II n°x5...,http://creationdentreprise.sn/logistique-energie-environnement,logistique energie environnement,20/10/2009
VILLA N°73 cité asecna...,http://creationdentreprise.sn/littra-trade,LITTRA-TRADE,20/10/2009
SICAP LIBERTE 03 VILLA 1856/B,http://creationdentreprise.sn/label-under-kamouf-records,LABEL UNDER KAMOUF RECORDS,20/10/2009
NIARY TALLI N°735,http://creationdentreprise.sn/la-capitaine,LA CAPITAINE,20/10/2009
THIAROYE SUR MER QUARTIER...,http://creationdentreprise.sn/ande-bou-rafete-sarl,ANDE BOU RAFETE SARL,19/10/2009
COMICO VDN 17,http://creationdentreprise.sn/senegal-labour,SENEGAL LABOUR,14/10/2009
AVENUE BOURGUIBA N°3077,http://creationdentreprise.sn/nyquist-shannon-sarl,NYQUIST-SHANNON SARL,19/10/2009
PIKINE TALLY BOUMACK MARCHE...,http://creationdentreprise.sn/touba-khewel-sarl,TOUBA KHEWEL SARL,19/10/2009
"SCAT URBAM HANN MARISTES,...",http://creationdentreprise.sn/e-cotec-sarl,E. CO.TEC SARL,19/10/2009
"8294, SACRE COEUR 1 A DAKAR",http://creationdentreprise.sn/senegalaise-de-prestations-sarl,SENEGALAISE DE PRESTATIONS SARL,15/10/2009
CITE SOPRIM AL AFIA EXTENSION...,http://creationdentreprise.sn/kogit-action-surl,KOGIT ACTION SURL,15/10/2009
"DAKAR(Sénègal), Villa n°1764,...",http://creationdentreprise.sn/ingenierie-consultance-environnement-sarl,INGENIERIE CONSULTANCE ENVIRONNEMENT SARL,25/08/2009
"Ouest Foire,N°4,Cité Sipres 4...",http://creationdentreprise.sn/sfs-italo-senegalaise-construction-et-services-sarl,S.F.S ITALO-SENEGALAISE CONSTRUCTION ET SERVICES SARL,24/08/2009
"DAKAR (Sénègal),05,Avenue...",http://creationdentreprise.sn/mansa-product-senegal-sarl,MANSA PRODUCT SENEGAL SARL,25/08/2009
"DAKAR(Sénègal),125,Rue Carnot",http://creationdentreprise.sn/societe-de-gestion-immobiliere-sarl,SOCIETE DE GESTION IMMOBILIERE SARL,13/08/2009
"DAKAR,Zone Industrielle de...",http://creationdentreprise.sn/hopital-engineering-senalmed-sarl,HOPITAL ENGINEERING SENALMED SARL,24/08/2009
DAKAR(SENEGAL)-29 AVENUE...,http://creationdentreprise.sn/glextel-senegal-sarl,GLEXTEL SENEGAL SARL,26/08/2009
"DAKAR(SENEGAL),Bel air Monaco...",http://creationdentreprise.sn/dalal-hotels-sarl,DALAL HOTELS SARL,24/08/2009
"DAKAR(SENEGAL),Cité CPI,...",http://creationdentreprise.sn/zelion-technology-solutions-sarl,ZELION TECHNOLOGY SOLUTIONS SARL,24/08/2009
Cambérène quartier Deggo,http://creationdentreprise.sn/securite-electrique-et-incendie-systeme-de-maitrise-denergies-suarl,SECURITE ELECTRIQUE ET INCENDIE-SYSTEME DE MAITRISE D'ENERGIES SUARL,24/08/2009
"135,HLM Grand Yoff, DAKAR(...",http://creationdentreprise.sn/black-strong-suarl,BLACK STRONG SUARL,26/08/2009
"DAKAR,Liberté 6 Extension n°...",http://creationdentreprise.sn/ingenierieassistance-technique-et-investissement-pour-le-developpement-sarl,"INGENIERIE,ASSISTANCE TECHNIQUE ET INVESTISSEMENT POUR LE DEVELOPPEMENT SARL",26/08/2009
"DAKAR(SENEGAL),Bargny...",http://creationdentreprise.sn/femaco-suarl,FEMACO SUARL,26/08/2009
"DAKAR,(SENEGAL)-Dieuppeul II,...",http://creationdentreprise.sn/badou-generale-dentreprises-surl,BADOU GENERALE D'ENTREPRISES SURL,26/08/2009
"DAKAR(SENEGAL),Hann Maristes...",http://creationdentreprise.sn/demi-sarl,DEMI SARL,27/08/2009
"DAKAR (SENEGAL),Keur Mbaye...",http://creationdentreprise.sn/boiserie-alumetal-suarl,BOISERIE ALUMETAL SUARL,27/08/2009
RUFISQUE Kounoune chez Malick...,http://creationdentreprise.sn/tep-denk-sarl,TEP DENK SARL,24/08/2009
DAKAR-07 Avenue CARDE,http://creationdentreprise.sn/maxcard-sa,MAXCARD S.A,27/08/2009
"DAKAR(SENEGAL),Yoff,297,Cité...",http://creationdentreprise.sn/hydro-system-international-sa,HYDRO SYSTEM INTERNATIONAL SA,27/08/2009
ALMADIES ZONE 10 LOT N°23,http://creationdentreprise.sn/baamtu-sarl,BAAMTU SARL,31/08/2009
DAKAR-82 CITE DES JEUNES...,http://creationdentreprise.sn/consortium-africain-des-travaux-et-dingenierie,CONSORTIUM AFRICAIN DES TRAVAUX ET D'INGENIERIE,31/08/2009
"DAKAR (SENEGAL), AVENUE...",http://creationdentreprise.sn/group-racines-international-rx,GROUP RACINES INTERNATIONAL RX,24/08/2009
"DAKAR(SENEGAL),Liberté 6, VDN...",http://creationdentreprise.sn/dworks-meditech-sa,DWORKS MEDITECH SA,02/09/2009
DAKAR POINT E CITE COMMA...,http://creationdentreprise.sn/lestars-sarl,LESTARS SARL,02/09/2009
"DAKAR(SENEGAL), Km 14 Route...",http://creationdentreprise.sn/societe-de-detergents-et-cosmetiques,SOCIETE DE DETERGENTS ET COSMETIQUES,02/09/2009
"DAKAR(SENEGAL), VDN Mermoz",http://creationdentreprise.sn/good-rade-sarl,GOOD RADE SARL,02/09/2009
"HANN MARISTES 2, R 160, 1ER...",http://creationdentreprise.sn/millenium-global-solutions-sarl,MILLENIUM GLOBAL SOLUTIONS SARL,02/09/2009
VDN MERMOZ DAKAR (SENEGAL),http://creationdentreprise.sn/good-rade-patrimoine-sarl,GOOD RADE PATRIMOINE SARL,02/09/2009
RUE NG 113 X NG 82 NGOR DAKAR,http://creationdentreprise.sn/groupement-pour-le-batiment-et-le-developpement-rural-sarl,GROUPEMENT POUR LE BATIMENT ET LE DEVELOPPEMENT RURAL SARL,31/08/2009
"DAKAR,(SENEGAL),Sacré Coeur...",http://creationdentreprise.sn/partners-fiscal-africa-sarl,PARTNERS FISCAL AFRICA SARL,02/09/2009
"DAKAR,KM 4,5 Boulevard du...",http://creationdentreprise.sn/sen-fournisseur-general-sarl,SEN FOURNISSEUR GENERAL SARL,02/09/2009
"DAKAR, Cité Aelmas, Villa N°...",http://creationdentreprise.sn/etudes-travaux-et-equipements-suarl,ETUDES TRAVAUX ET EQUIPEMENTS SUARL,30/08/2009
"DAKAR,12,Mamelles aviation,...",http://creationdentreprise.sn/loid-engenharia-international-suarl,LOID ENGENHARIA INTERNATIONAL SUARL,02/09/2009
"DAKAR(SENEGAL)4,Fann Mermoz,...",http://creationdentreprise.sn/a2b-technologies-suarl,A2B TECHNOLOGIES SUARL,02/09/2009
ALMADIES LOT 9 Zone 8 face...,http://creationdentreprise.sn/plasmaprime-senegal-sa,PLASMAPRIME SENEGAL SA,03/09/2009
"Route de Ngor,Almadies DAKAR",http://creationdentreprise.sn/big-holding-suarl,BIG HOLDING SUARL,03/09/2009
"PARCELLES ASSAINIES,UNITE 18,...",http://creationdentreprise.sn/invest-senegal-suarl,INVEST SENEGAL SUARL,03/09/2009
Sacré Coeur III Pyrotechnique,http://creationdentreprise.sn/somadia-sarl,SOMADIA SARL,03/09/2009
Dakar Banlieue Pikine Tally...,http://creationdentreprise.sn/darou-khoudoss-industrie-et-commerce-sarl,DAROU KHOUDOSS INDUSTRIE ET COMMERCE SARL,01/09/2009
YOFF TONGHOR N°25,http://creationdentreprise.sn/toreta-ceramique-sarl,TORETA CERAMIQUE SARL,01/09/2009
"Azur 15 Builting, 12...",http://creationdentreprise.sn/sfer-implant-sarl,SFER IMPLANT SARL,01/09/2009
06 Cité Notaire Derklé,http://creationdentreprise.sn/senegalaise-de-batiment-de-transport-et-de-commerce-sarl,SENEGALAISE DE BATIMENT DE TRANSPORT ET DE COMMERCE SARL,26/08/2009
HLM Grand Médine villa n°289,http://creationdentreprise.sn/intermed-suarl,INTERMED SUARL,02/09/2009
4684 Amitié 3 Dakar,http://creationdentreprise.sn/cinekap,CINEKAP,26/08/2009
Hann Maristes 2 villa n° o/49,http://creationdentreprise.sn/vtrans-international-sarl,VTRANS INTERNATIONAL SARL,04/09/2009
Nord foire villa n°22-23,http://creationdentreprise.sn/nouvelle-vision-group-sarl,NOUVELLE VISION GROUP SARL,03/09/2009
Mermoz Pyrotechnique n°22...,http://creationdentreprise.sn/easy-link-innovation-sarl,EASY LINK INNOVATION SARL,03/09/2009
Sacré coeur I Villa N°8400,http://creationdentreprise.sn/l-s-2-sarl,L S 2 SARL,09/09/2009
Sacré coeur 3 villa n°8877...,http://creationdentreprise.sn/societe-dingenierie-de-services-et-de-production-sarl,SOCIETE D'INGENIERIE DE SERVICES ET DE PRODUCTION SARL,04/09/2009
5-7 Avenue CARDE 1er Etage,http://creationdentreprise.sn/compagnie-generale-de-securite-sa,COMPAGNIE GENERALE DE SECURITE SA,08/09/2009
Dakar Banlieue Pikine Tally...,http://creationdentreprise.sn/cabinet-le-genie-sarl,CABINET LE GENIE SARL,31/08/2009
"Fann Résidence Rue 3,...",http://creationdentreprise.sn/senegal-energies-sarl,SENEGAL ENERGIES SARL,11/09/2009
Yeumbeul Sud Afia 5,http://creationdentreprise.sn/engelec-sarl,ENGELEC SARL,09/09/2009
67 Avenue Abdou Karim Bourgi...,http://creationdentreprise.sn/easy-link-international-sarl,EASY LINK INTERNATIONAL SARL,08/09/2009
HLM Fass Paillote 43 A BP 17...,http://creationdentreprise.sn/logic-sarl,LOGIC SARL,09/09/2009
"HLM Gibraltar II, Villa n°336",http://creationdentreprise.sn/fily-voyages-sarl,FILY VOYAGES SARL,10/09/2009
Cité Avion lot n°08 1er étage,http://creationdentreprise.sn/all-service-sarl,ALL SERVICE SARL,04/09/2009
"Dakar, Sicap Foire villa n°...",http://creationdentreprise.sn/etablissement-specialise-dans-lindustrie-de-transformation-et-du-design-sarl,ETABLISSEMENT SPECIALISE DANS L'INDUSTRIE DE TRANSFORMATION ET DU DESIGN SARL,04/09/2009
"Mbao Gare, Rue 10, Lot n°35...",http://creationdentreprise.sn/consult-plus-suarl,CONSULT PLUS SUARL,09/09/2009
Sicap Sacré Coeur III Villa n...,http://creationdentreprise.sn/hamza-immobilier-suarl,HAMZA IMMOBILIER SUARL,07/09/2009
65 Route du front de terre,http://creationdentreprise.sn/nourou-sarl,AN NOUROU SARL,25/06/2009
31 Rue Abdou Karim Bourgi,http://creationdentreprise.sn/etshos-imed-sarl,ETSHOS-IMED SARL,08/09/2009
"Dakar, Extension Nord Liberté...",http://creationdentreprise.sn/academie-senegalaise-de-coiffure-et-desthetique-suarl,ACADEMIE SENEGALAISE DE COIFFURE ET D'ESTHETIQUE SUARL,09/09/2009
79 Cité SOTIBA,http://creationdentreprise.sn/promo-art-culture-et-environnement-suarl,PROMO ART CULTURE ET ENVIRONNEMENT SUARL,28/10/2009
"4793 Route des Niayes, Dakar",http://creationdentreprise.sn/slim-technologies-sarl,SLIM TECHNOLOGIES SARL,08/09/2009
Médina rue 17 x 24,http://creationdentreprise.sn/keur-imam-assane-sarl,KEUR IMAM ASSANE SARL,07/09/2009
HLM Gibraltar Villa N°01,http://creationdentreprise.sn/china-materials-productions-suarl,CHINA MATERIALS PRODUCTIONS SUARL,07/09/2009
"15, Rue Jules FERRY, Dakar",http://creationdentreprise.sn/labtec-sarl,LABTEC SARL,25/08/2009
Sacré Coeur 3 villa n°9976,http://creationdentreprise.sn/rh-conseils-group-sarl,RH CONSEILS GROUP SARL,07/09/2009
"DAKAR (Sénégal),Hann Maristes...",http://creationdentreprise.sn/probeton-sa,PROBETON SA,07/09/2009
"DAKAR(SENEGAL),Scat Urbam,...",http://creationdentreprise.sn/action-concept-services-sarl,ACTION CONCEPT SERVICES SARL,07/09/2009
8454 Sicap Sacré Coeur 1 Dakar,http://creationdentreprise.sn/beetwen-4-sarl,BEETWEN 4 SARL,08/09/2009
"DAKAR(SENEGAL) 3,Rue de Niomré",http://creationdentreprise.sn/societe-africaine-de-developpement-durable-sarl,SOCIETE AFRICAINE DE DEVELOPPEMENT DURABLE SARL,08/09/2009
"DAKAR(Sénégal),Ngor Virage",http://creationdentreprise.sn/african-institute-islamic-finance-sarl,AFRICAN INSTITUTE OF ISLAMIC FINANCE SARL,10/09/2009
"DAKAR (SENEGAL), Cité Asecna...",http://creationdentreprise.sn/avancement-et-modernisation-du-senegal-sarl,AVANCEMENT ET MODERNISATION DU SENEGAL SARL,10/09/2009
Zone Industrielle Thiaroye...,http://creationdentreprise.sn/groupe-disenex-sarl,GROUPE DISENEX SARL,10/09/2009
"DAKAR(SENEGAL), 114, Avenue...",http://creationdentreprise.sn/tendance-bois-sarl,TENDANCE BOIS SARL,22/09/2009
"DAKAR(SENEGAL) 153,Avenue du...",http://creationdentreprise.sn/tanzanite-sarl,TANZANITE SARL,22/09/2009
Quartier Diameguene Cambéréne...,http://creationdentreprise.sn/liant-sarl,LIANT SARL,22/09/2009
"DAKAR (SENEGAL),Sacré Coeur...",http://creationdentreprise.sn/gs-capital-group-suarl,GS CAPITAL GROUP SUARL,22/09/2009
"DAKAR (SENEGAL), 2, rue...",http://creationdentreprise.sn/ren-he-luggage-company-sarl,REN HE LUGGAGE COMPANY SARL,22/09/2009
